timestamp,temperatura,umidade,soil_moisture,aquecedor,ventilador,pump,alarm
2025-10-26T13:05:34.072173,24.92,59.76,49.97,0,0,0,
2025-10-26T13:05:34.212887,24.97,60.15,49.32,0,0,0,
2025-10-26T13:05:34.509118,25.01,60.25,49.97,0,0,0,
2025-10-26T13:05:35.074640,24.96,59.72,49.96,0,0,0,
2025-10-26T13:05:35.217523,24.89,60.33,49.31,0,0,0,
2025-10-26T13:05:35.512064,24.91,60.43,49.96,0,0,0,
2025-10-26T13:05:36.076108,25.01,59.56,49.95,0,0,0,
2025-10-26T13:05:36.221001,24.91,60.16,49.3,0,0,0,
2025-10-26T13:05:36.514249,24.99,60.37,49.95,0,0,0,
2025-10-26T13:05:37.086321,24.94,59.65,49.94,0,0,0,
2025-10-26T13:05:37.223547,24.87,60.06,49.29,0,0,0,
2025-10-26T13:05:37.517536,24.92,60.54,49.94,0,0,0,
2025-10-26T13:05:38.088073,24.94,59.83,49.93,0,0,0,
2025-10-26T13:05:38.227445,24.97,60.2,49.28,0,0,0,
2025-10-26T13:05:38.519073,24.95,60.52,49.93,0,0,0,
2025-10-26T13:05:39.090446,24.95,59.66,49.92,0,0,0,
2025-10-26T13:05:39.229218,24.89,60.33,49.27,0,0,0,
2025-10-26T13:05:39.520094,24.88,60.54,49.92,0,0,0,
2025-10-26T13:05:40.091771,24.9,59.75,49.91,0,0,0,
2025-10-26T13:05:40.230820,24.84,60.46,49.26,0,0,0,
2025-10-26T13:05:40.521889,24.95,60.66,49.91,0,0,0,
2025-10-26T13:05:41.093631,24.96,59.6,49.9,0,0,0,
2025-10-26T13:05:41.233292,24.8,60.27,49.25,0,0,0,
2025-10-26T13:05:41.543809,24.9,60.65,49.9,0,0,0,
2025-10-26T13:05:42.095089,24.9,59.65,49.89,0,0,0,
2025-10-26T13:05:42.235010,24.77,60.25,49.24,0,0,0,
2025-10-26T13:05:42.545787,24.93,60.67,49.89,0,0,0,
2025-10-26T13:05:43.099756,24.9,59.52,49.88,0,0,0,
2025-10-26T13:05:43.240992,24.83,60.36,49.23,0,0,0,
2025-10-26T13:05:43.547623,24.99,60.57,49.88,0,0,0,
2025-10-26T13:05:44.101099,24.83,59.42,49.87,0,0,0,
2025-10-26T13:05:44.242201,24.83,60.46,49.22,0,0,0,
2025-10-26T13:05:44.550091,24.95,60.58,49.87,0,0,0,
2025-10-26T13:05:45.103148,24.88,59.23,49.86,0,0,0,
2025-10-26T13:05:45.243737,24.89,60.48,49.21,0,0,0,
2025-10-26T13:05:45.555349,25.03,60.48,49.86,0,0,0,
2025-10-26T13:05:46.104238,24.87,59.23,49.85,0,0,0,
2025-10-26T13:05:46.245296,24.85,60.32,49.2,0,0,0,
2025-10-26T13:05:46.557055,25.04,60.51,49.85,0,0,0,
2025-10-26T13:05:47.106862,24.84,59.27,49.84,0,0,0,
2025-10-26T13:05:47.246878,24.78,60.46,49.19,0,0,0,
2025-10-26T13:05:47.558681,25.13,60.7,49.84,0,0,0,
2025-10-26T13:05:48.107860,24.87,59.37,49.83,0,0,0,
2025-10-26T13:05:48.248812,24.86,60.54,49.18,0,0,0,
2025-10-26T13:05:48.559719,25.06,60.66,49.83,0,0,0,
2025-10-26T13:05:49.109429,24.82,59.54,49.82,0,0,0,
2025-10-26T13:05:49.251566,24.78,60.49,49.17,0,0,0,
2025-10-26T13:05:49.587220,25.06,60.51,49.82,0,0,0,
2025-10-26T13:05:50.111319,24.87,59.56,49.81,0,0,0,
2025-10-26T13:05:50.253116,24.68,60.61,49.16,0,0,0,
2025-10-26T13:05:50.594650,25.15,60.62,49.81,0,0,0,
2025-10-26T13:05:51.112772,24.77,59.63,49.8,0,0,0,
2025-10-26T13:05:51.254486,24.6,60.8,49.15,0,0,0,
2025-10-26T13:05:51.595392,25.11,60.74,49.8,0,0,0,
2025-10-26T13:05:52.113795,24.85,59.66,49.79,0,0,0,
2025-10-26T13:05:52.255685,24.66,60.83,49.14,0,0,0,
2025-10-26T13:05:52.596411,25.11,60.58,49.79,0,0,0,
2025-10-26T13:05:53.115224,24.76,59.75,49.78,0,0,0,
2025-10-26T13:05:53.259003,24.6,60.86,49.13,0,0,0,
2025-10-26T13:05:53.597468,25.07,60.64,49.78,0,0,0,
2025-10-26T13:05:54.116440,24.85,59.83,49.77,0,0,0,
2025-10-26T13:05:54.261701,24.64,60.67,49.12,0,0,0,
2025-10-26T13:05:54.599141,25.02,60.54,49.77,0,0,0,
2025-10-26T13:05:55.117878,24.9,59.96,49.76,0,0,0,
2025-10-26T13:05:55.263216,24.68,60.63,49.11,0,0,0,
2025-10-26T13:05:55.601793,25.0,60.73,49.76,0,0,0,
2025-10-26T13:05:56.119049,24.99,59.76,49.75,0,0,0,
2025-10-26T13:05:56.264990,24.73,60.62,49.1,0,0,0,
2025-10-26T13:05:56.606653,25.07,60.8,49.75,0,0,0,
2025-10-26T13:05:57.121479,25.06,59.65,49.74,0,0,0,
2025-10-26T13:05:57.270188,24.7,60.61,49.09,0,0,0,
2025-10-26T13:05:57.607960,25.04,60.89,49.74,0,0,0,
2025-10-26T13:05:58.122988,25.11,59.68,49.73,0,0,0,
2025-10-26T13:05:58.271547,24.66,60.43,49.08,0,0,0,
2025-10-26T13:05:58.609247,25.09,60.7,49.73,0,0,0,
2025-10-26T13:05:59.124627,25.09,59.55,49.72,0,0,0,
2025-10-26T13:05:59.293072,24.73,60.27,49.07,0,0,0,
2025-10-26T13:05:59.611232,25.05,60.88,49.72,0,0,0,
2025-10-26T13:06:00.125633,25.12,59.5,49.71,0,0,0,
2025-10-26T13:06:00.295611,24.68,60.24,49.06,0,0,0,
2025-10-26T13:06:00.612786,24.97,61.05,49.71,0,0,0,
2025-10-26T13:06:01.126753,25.02,59.34,49.7,0,0,0,
2025-10-26T13:06:01.297402,24.77,60.12,49.05,0,0,0,
2025-10-26T13:06:01.614187,24.92,60.88,49.7,0,0,0,
2025-10-26T13:06:02.128517,24.98,59.17,49.69,0,0,0,
2025-10-26T13:06:02.299441,24.69,60.0,49.04,0,0,0,
2025-10-26T13:06:02.615506,24.96,60.77,49.69,0,0,0,
2025-10-26T13:06:03.129746,24.88,59.17,49.68,0,0,0,
2025-10-26T13:06:03.300845,24.7,59.97,49.03,0,0,0,
2025-10-26T13:06:03.617234,24.98,60.75,49.68,0,0,0,
2025-10-26T13:06:04.131382,24.91,59.17,49.67,0,0,0,
2025-10-26T13:06:04.302538,24.7,59.93,49.02,0,0,0,
2025-10-26T13:06:04.619066,24.97,60.67,49.67,0,0,0,
2025-10-26T13:06:05.134023,24.84,59.0,49.66,0,0,0,
2025-10-26T13:06:05.304463,24.76,60.0,49.01,0,0,0,
2025-10-26T13:06:05.620557,25.07,60.64,49.66,0,0,0,
2025-10-26T13:06:06.137690,24.83,58.99,49.65,0,0,0,
2025-10-26T13:06:06.306890,24.75,59.92,49.0,0,0,0,
2025-10-26T13:06:06.621554,25.02,60.61,49.65,0,0,0,
2025-10-26T13:06:07.140020,24.77,58.91,49.64,0,0,0,
2025-10-26T13:06:07.308700,24.77,60.0,48.99,0,0,0,
2025-10-26T13:06:07.626213,25.04,60.59,49.64,0,0,0,
2025-10-26T13:06:08.141239,24.8,59.07,49.63,0,0,0,
2025-10-26T13:06:08.310555,24.76,60.07,48.98,0,0,0,
2025-10-26T13:06:08.633486,25.04,60.42,49.63,0,0,0,
2025-10-26T13:06:09.142176,24.88,59.07,49.62,0,0,0,
2025-10-26T13:06:09.311934,24.85,60.2,48.97,0,0,0,
2025-10-26T13:06:09.635753,24.95,60.48,49.62,0,0,0,
2025-10-26T13:06:10.151218,24.9,59.04,49.61,0,0,0,
2025-10-26T13:06:10.315027,24.82,60.08,48.96,0,0,0,
2025-10-26T13:06:10.637319,24.88,60.54,49.61,0,0,0,
2025-10-26T13:06:11.153357,24.8,59.01,49.6,0,0,0,
2025-10-26T13:06:11.316401,24.87,60.03,48.95,0,0,0,
2025-10-26T13:06:11.639025,24.82,60.47,49.6,0,0,0,
2025-10-26T13:06:12.154460,24.78,59.02,49.59,0,0,0,
2025-10-26T13:06:12.320149,24.8,60.08,48.94,0,0,0,
2025-10-26T13:06:12.640201,24.75,60.57,49.59,0,0,0,
2025-10-26T13:06:13.155811,24.87,59.03,49.58,0,0,0,
2025-10-26T13:06:13.322479,24.71,60.09,48.93,0,0,0,
2025-10-26T13:06:13.642750,24.84,60.54,49.58,0,0,0,
2025-10-26T13:06:14.158859,24.81,59.01,49.57,0,0,0,
2025-10-26T13:06:14.323561,24.78,60.27,48.92,0,0,0,
2025-10-26T13:06:14.644417,24.92,60.57,49.57,0,0,0,
2025-10-26T13:06:15.160133,24.82,59.04,49.56,0,0,0,
2025-10-26T13:06:15.325254,24.77,60.19,48.91,0,0,0,
2025-10-26T13:06:15.645669,24.99,60.46,49.56,0,0,0,
2025-10-26T13:06:16.161392,24.75,58.92,49.55,0,0,0,
2025-10-26T13:06:16.327204,24.75,60.24,48.9,0,0,0,
2025-10-26T13:06:16.647129,24.94,60.5,49.55,0,0,0,
2025-10-26T13:06:17.162811,24.72,58.88,49.54,0,0,0,
2025-10-26T13:06:17.328228,24.68,60.17,48.89,0,0,0,
2025-10-26T13:06:17.648352,24.86,60.57,49.54,0,0,0,
2025-10-26T13:06:18.163999,24.8,59.07,49.53,0,0,0,
2025-10-26T13:06:18.329077,24.64,60.08,48.88,0,0,0,
2025-10-26T13:06:18.649630,24.81,60.6,49.53,0,0,0,
2025-10-26T13:06:19.165343,24.87,58.97,49.52,0,0,0,
2025-10-26T13:06:19.330288,24.6,59.9,48.87,0,0,0,
2025-10-26T13:06:19.650656,24.86,60.44,49.52,0,0,0,
2025-10-26T13:06:20.167818,24.9,58.85,49.51,0,0,0,
2025-10-26T13:06:20.332223,24.67,59.84,48.86,0,0,0,
2025-10-26T13:06:20.652136,24.79,60.26,49.51,0,0,0,
2025-10-26T13:06:21.169074,24.9,58.92,49.5,0,0,0,
2025-10-26T13:06:21.333861,24.69,60.0,48.85,0,0,0,
2025-10-26T13:06:21.653409,24.8,60.37,49.5,0,0,0,
2025-10-26T13:06:22.170659,24.82,58.9,49.49,0,0,0,
2025-10-26T13:06:22.335279,24.77,59.94,48.84,0,0,0,
2025-10-26T13:06:22.654396,24.79,60.26,49.49,0,0,0,
2025-10-26T13:06:23.171622,24.86,59.03,49.48,0,0,0,
2025-10-26T13:06:23.336453,24.74,59.96,48.83,0,0,0,
2025-10-26T13:06:23.656304,24.81,60.45,49.48,0,0,0,
2025-10-26T13:06:24.172674,24.78,58.88,49.47,0,0,0,
2025-10-26T13:06:24.337501,24.66,59.89,48.82,0,0,0,
2025-10-26T13:06:24.657870,24.78,60.38,49.47,0,0,0,
2025-10-26T13:06:25.173846,24.85,58.98,49.46,0,0,0,
2025-10-26T13:06:25.338703,24.62,59.69,48.81,0,0,0,
2025-10-26T13:06:25.658812,24.83,60.52,49.46,0,0,0,
2025-10-26T13:06:26.174995,24.91,59.08,49.45,0,0,0,
2025-10-26T13:06:26.339741,24.67,59.8,48.8,0,0,0,
2025-10-26T13:06:26.660442,24.77,60.57,49.45,0,0,0,
2025-10-26T13:06:27.176807,24.9,59.07,49.44,0,0,0,
2025-10-26T13:06:27.340768,24.6,59.85,48.79,0,0,0,
2025-10-26T13:06:27.661355,24.8,60.74,49.44,0,0,0,
2025-10-26T13:06:28.178311,24.92,58.87,49.43,0,0,0,
2025-10-26T13:06:28.342208,24.6,60.03,48.78,0,0,0,
2025-10-26T13:06:28.662469,24.81,60.58,49.43,0,0,0,
2025-10-26T13:06:29.179874,24.89,58.82,49.42,0,0,0,
2025-10-26T13:06:29.343685,24.68,59.92,48.77,0,0,0,
2025-10-26T13:06:29.663914,24.8,60.74,49.42,0,0,0,
2025-10-26T13:06:30.182308,24.81,58.81,49.41,0,0,0,
2025-10-26T13:06:30.346579,24.68,59.73,48.76,0,0,0,
2025-10-26T13:06:30.665637,24.78,60.57,49.41,0,0,0,
2025-10-26T13:06:31.186280,24.74,58.91,49.4,0,0,0,
2025-10-26T13:06:31.348373,24.77,59.53,48.75,0,0,0,
2025-10-26T13:06:31.666748,24.72,60.7,49.4,0,0,0,
2025-10-26T13:06:32.188710,24.67,58.89,49.39,0,0,0,
2025-10-26T13:06:32.349900,24.76,59.39,48.74,0,0,0,
2025-10-26T13:06:32.668842,24.62,60.6,49.39,0,0,0,
2025-10-26T13:06:33.190799,24.72,58.77,49.38,0,0,0,
2025-10-26T13:06:33.351343,24.67,59.21,48.73,0,0,0,
2025-10-26T13:06:33.671018,24.64,60.52,49.38,0,0,0,
2025-10-26T13:06:34.191460,24.62,58.74,49.37,0,0,0,
2025-10-26T13:06:34.353635,24.61,59.05,48.72,0,0,0,
2025-10-26T13:06:34.673650,24.71,60.39,49.37,0,0,0,
2025-10-26T13:06:35.193616,24.65,58.8,49.36,0,0,0,
2025-10-26T13:06:35.356669,24.66,59.04,48.71,0,0,0,
2025-10-26T13:06:35.675736,24.66,60.41,49.36,0,0,0,
2025-10-26T13:06:36.196134,24.72,58.63,49.35,0,0,0,
2025-10-26T13:06:36.359131,24.62,58.88,48.7,0,0,0,
2025-10-26T13:06:36.677870,24.58,60.46,49.35,0,0,0,
2025-10-26T13:06:37.199134,24.67,58.47,49.34,0,0,0,
2025-10-26T13:06:37.363063,24.6,58.95,48.69,0,0,0,
2025-10-26T13:06:37.680617,24.57,60.63,49.34,0,0,0,
2025-10-26T13:06:38.201339,24.69,58.29,49.33,0,0,0,
2025-10-26T13:06:38.366293,24.59,58.9,48.68,0,0,0,
2025-10-26T13:06:38.684363,24.61,60.56,49.33,0,0,0,
2025-10-26T13:06:39.203834,24.61,58.33,49.32,0,0,0,
2025-10-26T13:06:39.367756,24.56,58.83,48.67,0,0,0,
2025-10-26T13:06:39.687311,24.67,60.36,49.32,0,0,0,
2025-10-26T13:06:40.206017,24.6,58.48,49.31,0,0,0,
2025-10-26T13:06:40.369376,24.51,58.77,48.66,0,0,0,
2025-10-26T13:06:40.689452,24.72,60.19,49.31,0,0,0,
2025-10-26T13:06:41.207626,24.68,58.58,49.3,0,0,0,
2025-10-26T13:06:41.370828,24.49,58.64,48.65,0,0,0,
2025-10-26T13:06:41.691598,24.65,60.01,49.3,0,0,0,
2025-10-26T13:06:42.208677,24.73,58.52,49.29,0,0,0,
2025-10-26T13:06:42.374347,24.53,58.46,48.64,0,0,0,
2025-10-26T13:06:42.693890,24.56,60.16,49.29,0,0,0,
2025-10-26T13:06:43.211661,24.68,58.49,49.28,0,0,0,
2025-10-26T13:06:43.375244,24.53,58.51,48.63,0,0,0,
2025-10-26T13:06:43.696068,24.58,60.32,49.28,0,0,0,
2025-10-26T13:06:44.215289,24.71,58.38,49.27,0,0,0,
2025-10-26T13:06:44.376673,24.43,58.65,48.62,0,0,0,
2025-10-26T13:06:44.698042,24.58,60.42,49.27,0,0,0,
2025-10-26T13:06:45.219500,24.72,58.58,49.26,0,0,0,
2025-10-26T13:06:45.378502,24.5,58.5,48.61,0,0,0,
2025-10-26T13:06:45.700170,24.67,60.23,49.26,0,0,0,
2025-10-26T13:06:46.221729,24.73,58.49,49.25,0,0,0,
2025-10-26T13:06:46.379831,24.6,58.68,48.6,0,0,0,
2025-10-26T13:06:46.701666,24.63,60.26,49.25,0,0,0,
2025-10-26T13:06:47.224771,24.73,58.55,49.24,0,0,0,
2025-10-26T13:06:47.381543,24.55,58.67,48.59,0,0,0,
2025-10-26T13:06:47.703283,24.68,60.22,49.24,0,0,0,
2025-10-26T13:06:48.228149,24.78,58.67,49.23,0,0,0,
2025-10-26T13:06:48.382696,24.52,58.54,48.58,0,0,0,
2025-10-26T13:06:48.705235,24.71,60.12,49.23,0,0,0,
2025-10-26T13:06:49.230791,24.7,58.81,49.22,0,0,0,
2025-10-26T13:06:49.384123,24.6,58.7,48.57,0,0,0,
2025-10-26T13:06:49.709143,24.66,60.2,49.22,0,0,0,
2025-10-26T13:06:50.233522,24.73,58.7,49.21,0,0,0,
2025-10-26T13:06:50.385656,24.61,58.63,48.56,0,0,0,
2025-10-26T13:06:50.711864,24.57,60.27,49.21,0,0,0,
2025-10-26T13:06:51.235034,24.67,58.79,49.2,0,0,0,
2025-10-26T13:06:51.387388,24.63,58.78,48.55,0,0,0,
2025-10-26T13:06:51.714751,24.64,60.12,49.2,0,0,0,
2025-10-26T13:06:52.241255,24.7,58.91,49.19,0,0,0,
2025-10-26T13:06:52.390610,24.57,58.69,48.54,0,0,0,
2025-10-26T13:06:52.718177,24.57,59.95,49.19,0,0,0,
2025-10-26T13:06:53.244873,24.64,58.89,49.18,0,0,0,
2025-10-26T13:06:53.395313,24.64,58.83,48.53,0,0,0,
2025-10-26T13:06:53.721272,24.6,59.82,49.18,0,0,0,
2025-10-26T13:06:54.246598,24.63,58.72,49.17,0,0,0,
2025-10-26T13:06:54.399901,24.72,58.8,48.52,0,0,0,
2025-10-26T13:06:54.725832,24.62,59.72,49.17,0,0,0,
2025-10-26T13:06:55.249653,24.54,58.9,49.16,0,0,0,
2025-10-26T13:06:55.402302,24.69,58.82,48.51,0,0,0,
2025-10-26T13:06:55.730522,24.63,59.9,49.16,0,0,0,
2025-10-26T13:06:56.253360,24.5,59.0,49.15,0,0,0,
2025-10-26T13:06:56.404254,24.77,59.0,48.5,0,0,0,
2025-10-26T13:06:56.731650,24.57,60.0,49.15,0,0,0,
2025-10-26T13:06:57.256005,24.46,58.89,49.14,0,0,0,
2025-10-26T13:06:57.405670,24.73,58.97,48.49,0,0,0,
2025-10-26T13:06:57.736541,24.55,60.16,49.14,0,0,0,
2025-10-26T13:06:58.266056,24.47,58.81,49.13,0,0,0,
2025-10-26T13:06:58.407070,24.68,59.01,48.48,0,0,0,
2025-10-26T13:06:58.739390,24.59,60.14,49.13,0,0,0,
2025-10-26T13:06:59.267276,24.46,58.69,49.12,0,0,0,
2025-10-26T13:06:59.409183,24.61,58.97,48.47,0,0,0,
2025-10-26T13:06:59.740778,24.58,60.31,49.12,0,0,0,
2025-10-26T13:07:00.268379,24.42,58.84,49.11,0,0,0,
2025-10-26T13:07:00.412120,24.63,59.03,48.46,0,0,0,
2025-10-26T13:07:00.742469,24.67,60.2,49.11,0,0,0,
2025-10-26T13:07:01.269711,24.43,58.7,49.1,0,0,0,
2025-10-26T13:07:01.413361,24.58,58.88,48.45,0,0,0,
2025-10-26T13:07:01.745626,24.59,60.36,49.1,0,0,0,
2025-10-26T13:07:02.271932,24.35,58.6,49.09,0,0,0,
2025-10-26T13:07:02.414839,24.48,58.94,48.44,0,0,0,
2025-10-26T13:07:02.751095,24.65,60.45,49.09,0,0,0,
2025-10-26T13:07:03.274493,24.4,58.52,49.08,0,0,0,
2025-10-26T13:07:03.416963,24.56,58.85,48.43,0,0,0,
2025-10-26T13:07:03.753224,24.62,60.52,49.08,0,0,0,
2025-10-26T13:07:04.276962,24.32,58.59,49.07,0,0,0,
2025-10-26T13:07:04.419276,24.51,58.72,48.42,0,0,0,
2025-10-26T13:07:04.756633,24.7,60.53,49.07,0,0,0,
2025-10-26T13:07:05.278587,24.38,58.69,49.06,0,0,0,
2025-10-26T13:07:05.425066,24.45,58.84,48.41,0,0,0,
2025-10-26T13:07:05.759344,24.79,60.72,49.06,0,0,0,
2025-10-26T13:07:06.280588,24.3,58.77,49.05,0,0,0,
2025-10-26T13:07:06.426439,24.54,58.9,48.4,0,0,0,
2025-10-26T13:07:06.762844,24.73,60.76,49.05,0,0,0,
2025-10-26T13:07:07.281310,24.21,58.81,49.04,0,0,0,
2025-10-26T13:07:07.431838,24.6,58.71,48.39,0,0,0,
2025-10-26T13:07:07.766893,24.78,60.62,49.04,0,0,0,
2025-10-26T13:07:08.282621,24.28,58.94,49.03,0,0,0,
2025-10-26T13:07:08.434411,24.67,58.9,48.38,0,0,0,
2025-10-26T13:07:08.778480,24.74,60.68,49.03,0,0,0,
2025-10-26T13:07:09.283714,24.24,58.89,49.02,0,0,0,
2025-10-26T13:07:09.439967,24.69,58.85,48.37,0,0,0,
2025-10-26T13:07:09.783415,24.83,60.81,49.02,0,0,0,
2025-10-26T13:07:10.285443,24.31,58.91,49.01,0,0,0,
2025-10-26T13:07:10.443812,24.59,58.71,48.36,0,0,0,
2025-10-26T13:07:10.785461,24.93,60.87,49.01,0,0,0,
2025-10-26T13:07:11.286721,24.33,58.98,49.0,0,0,0,
2025-10-26T13:07:11.446223,24.58,58.84,48.35,0,0,0,
2025-10-26T13:07:11.786585,24.93,60.84,49.0,0,0,0,
2025-10-26T13:07:12.288542,24.3,58.9,48.99,0,0,0,
2025-10-26T13:07:12.448532,24.55,58.79,48.34,0,0,0,
2025-10-26T13:07:12.788641,24.94,60.77,48.99,0,0,0,
2025-10-26T13:07:13.290465,24.36,59.01,48.98,0,0,0,
2025-10-26T13:07:13.450476,24.65,58.77,48.33,0,0,0,
2025-10-26T13:07:13.790463,24.95,60.8,48.98,0,0,0,
2025-10-26T13:07:14.293936,24.28,58.87,48.97,0,0,0,
2025-10-26T13:07:14.452900,24.6,58.76,48.32,0,0,0,
2025-10-26T13:07:14.797556,25.01,60.99,48.97,0,0,0,
2025-10-26T13:07:15.297059,24.28,59.03,48.96,0,0,0,
2025-10-26T13:07:15.456365,24.68,58.96,48.31,0,0,0,
2025-10-26T13:07:15.800720,24.91,60.87,48.96,0,0,0,
2025-10-26T13:07:16.300416,24.21,59.01,48.95,0,0,0,
2025-10-26T13:07:16.458418,24.59,58.8,48.3,0,0,0,
2025-10-26T13:07:16.803359,24.94,61.0,48.95,0,0,0,
2025-10-26T13:07:17.302541,24.28,59.2,48.94,0,0,0,
2025-10-26T13:07:17.461154,24.55,58.78,48.29,0,0,0,
2025-10-26T13:07:17.805932,24.87,60.95,48.94,0,0,0,
2025-10-26T13:07:18.305050,24.29,59.29,48.93,0,0,0,
2025-10-26T13:07:18.465773,24.46,58.78,48.28,0,0,0,
2025-10-26T13:07:18.816496,24.81,60.87,48.93,0,0,0,
2025-10-26T13:07:19.308566,24.33,59.46,48.92,0,0,0,
2025-10-26T13:07:19.468569,24.38,58.69,48.27,0,0,0,
2025-10-26T13:07:19.819045,24.86,60.85,48.92,0,0,0,
2025-10-26T13:07:20.312927,24.28,59.29,48.91,0,0,0,
2025-10-26T13:07:20.470462,24.43,58.65,48.26,0,0,0,
2025-10-26T13:07:20.820216,24.88,60.87,48.91,0,0,0,
2025-10-26T13:07:21.315565,24.32,59.18,48.9,0,0,0,
2025-10-26T13:07:21.472071,24.36,58.51,48.25,0,0,0,
2025-10-26T13:07:21.821563,24.89,61.04,48.9,0,0,0,
2025-10-26T13:07:22.319829,24.27,59.14,48.89,0,0,0,
2025-10-26T13:07:22.474952,24.36,58.61,48.24,0,0,0,
